reference_number,title,short_description,category,procurement_method,submission_deadline,procuring_entity,status,currency,bid_fee,publish_date,contact_person,contact_position,detail_url,bid_attachments,margin_of_preference,competition_level,requires_registration,requires_trading_license,requires_tax_clearance,requires_nssf_clearance,requires_manufacturer_auth,current_stage,evaluation_methodology,submission_method,submission_format,award_information,required_documents,required_forms,estimated_value_min,estimated_value_max,bid_security_amount,bid_security_type,pre_bid_meeting_date,site_visit_date,bid_opening_date
MPIGI-LG/NCONS/2025-2026/00140,Marketing and distribution - Sanya Nabugabo Landing Site,Marketing and distribution - Sanya Nabugabo Landing Site,it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291768075/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//NREfT2pYa7whuj60Iz9D7fhIJL4o9pPe0K33zFDf.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00141,Marketing and distribution - Billboard and sign posts,Marketing and distribution - Billboard and sign posts,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291766050/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//cD7aJqOE5ZA2WXhqw6zKT2rOTJIhUS3GuP6vePT8.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
POU/SUPLS/2025-2026/00074,Supply of Computer Tablets for the 12th Parliament of Uganda,Supply of Computer Tablets for the 12th Parliament of Uganda,supplies,Open Domestic Bidding,2025-09-17,Parliament of Uganda,Open,UGX,100000.0,2025-08-28,HENRY WAISWA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290994525/details,"['https://pde.egpuganda.go.ug/storage/solicitation/attachment//JHXwM2J8vi1B2nZPRqlNQrXOFQRYIFeFWvWFRMKt.docx', 'https://pde.egpuganda.go.ug/storage/bids/prebid_minutes/56398/1VzjrkTgpsDrzz2LvGT5SimAWTVbkRhDPWNDebov.pdf', 'https://egpuganda.go.ug/storage/0V5BTQFVqEkSZ9OOR0pFTzBjvOA2Bdc4nOS9SG2e.docx']",False,medium,False,False,False,False,False,Published,,,,,[],[],,,30000000.0,Bank Guarantee or Letter of Credit or cashiers check or bank draft,,,
MPIGI-LG/NCONS/2025-2026/00142,Marketing and distribution - Property tax Kammengo sub county,Marketing and distribution - Property tax Kammengo sub county,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291755925/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//i54ViGNjAgXmcU3koWdznKx7gYulzGJ1okePy2QQ.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00143,Land and soil preparation and management and protection - JOX investments Luteete Sand pits,Land and soil preparation and management and protection - JOX investments Luteete Sand pits,it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291747825/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//Z2lbqzdotbcOGKmDTLbxC0LmAIUmvoCV3PZWbkNy.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00145,Marketing and distribution - Landing site,Marketing and distribution - Landing site,it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291731625/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//0pg997JviZ5qAscO5rqW8ZTB8jKNAKefC1cOmLQM.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00144,Land and soil preparation and management and protection - Kamaliba landing site,Land and soil preparation and management and protection - Kamaliba landing site,it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291729600/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//we3vYx3QRf2bgBXj6oC68nMjZgH3YrTbsAh9lYA4.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00153,Marketing and distribution - JJEZA MUBUULO MARKET,Marketing and distribution - JJEZA MUBUULO MARKET,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,0.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291701250/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//9dJvIvcv0OnlyeqVgtKngG43Ru329vG6IzRKzggY.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00146,Land and soil preparation and management and protection - GBK Sand pit,Land and soil preparation and management and protection - GBK Sand pit,it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291681000/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//PfsnyDwfTXLoUAgy5OoZccPrR3WyIhvBvjffOA94.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00097,Land and soil preparation and management and protection - jox investments nasiita,Land and soil preparation and management and protection - jox investments nasiita,it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291678975/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//HBAGcwm7qZszjmBgg7WG3F3mjK8JmKc9ClZGPDXK.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00130,Marketing and distribution - Kayabwe M/M,Marketing and distribution - Kayabwe M/M,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291676950/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//JHdd0QiBVqvk3sOKdlqFT0edjoVmdqpArC6ACthr.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00150,Land and soil preparation and management and protection - Jomasco sand pit,Land and soil preparation and management and protection - Jomasco sand pit,it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/291674925/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//3T0dPWsfbbgE28QSbti2i1Do4CzJcVcOddnJB1ve.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
UNBS/SUPLS/2025-2026/00002,ICT Hardware and Software Solutions - Procurement of End-User Computing Equipment and Power Backup Systems to Enhance Digital Work Environments and Institutional Operational Continuity,ICT Hardware and Software Solutions - Procurement of End-User Computing Equipment and Power Backup Systems to Enhance Digital Work Environments and Institutional Operational Continuity,supplies,Open Domestic Bidding,2025-09-19,Uganda National Bureau of Standards,Open,UGX,0.0,2025-08-27,JAMES KASIGWA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/288989775/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//6xxiFBEUMfF5jcG3hMQmvA2igjJFDndoDzXzyC1h.doc'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,9390200.0,Bank Guarantee or Letter of Credit or cashiers check or bank draft,,,
URSB/SUPLS/2025-2026/00018,Acquisition of light Motor Vehicles,Acquisition of light Motor Vehicles,it,Open Domestic Bidding,2025-09-16,Uganda Registration Services Bureau,Open,UGX,100000.0,2025-08-27,MERCY K KAINOBWISHO,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/289299600/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//GB6e2YXDM5YHEzKHbH5RK3fOkiOkBASb8ZODm0nU.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,25000000.0,Bank Guarantee or Letter of Credit or cashiers check or bank draft,,,
MPIGI-LG/NCONS/2025-2026/00151,Land and soil preparation and management and protection - Jjiri stone quarry,Land and soil preparation and management and protection - Jjiri stone quarry,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290763675/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//jScl33V95KeetSfreRxf8pMkcAMds0IcynxbBamV.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00148,"Marketing and distribution - Bilyowa,Kateebo,buseebwe,kyato sand pits","Marketing and distribution - Bilyowa,Kateebo,buseebwe,kyato sand pits",it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290727225/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//NmD4iYlAsXc18Kilezi0hpXSpKPhZ4ymz25hkB7d.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00104,Land and soil preparation and management and protection - DRK green farm,Land and soil preparation and management and protection - DRK green farm,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290672550/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//xeiMYuQTHT89fyAd3mSxcNZQMz3E82or7ldueupa.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00152,"Land and soil preparation and management and protection - Katabaazi sand pit, Nkozi subcounty","Land and soil preparation and management and protection - Katabaazi sand pit, Nkozi subcounty",it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290664450/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//yGgKNONc4aizPyNEfhidxD3grSIptOWahjMKoU16.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00154,Marketing and distribution - Bujuuko M/M,Marketing and distribution - Bujuuko M/M,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290516625/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//MWtGm38Dwp0Rc6HgJSe4oy8g8kQAJYAoIJMrmZG3.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00155,"Land and soil preparation and management and protection - Kamaliba sand pit, Nkozi sub county","Land and soil preparation and management and protection - Kamaliba sand pit, Nkozi sub county",it,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290387025/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//y7q0uef0aUuIb0iVVvFtDgNBdlzpMlxwl6efmnWv.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00156,Marketing and distribution - Loading and off loading,Marketing and distribution - Loading and off loading,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290385000/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//9PAdYhMwoZ8TgZUVeh607xOK1cpu8xKuLHljqyo0.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00158,Marketing and distribution - bujjuko &jeza abbatoir,Marketing and distribution - bujjuko &jeza abbatoir,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290382975/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//jkwYZFDHaHK0RRdWqdfycNcdbDwEsJ9Yt25GUmXK.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00160,Marketing and distribution - Mubulo market,Marketing and distribution - Mubulo market,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290374875/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//xSNeAosMY03XFD6euFUZ2tWO6CHfGULuaEfrEcX1.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00161,Marketing and distribution - street parking and offloading,Marketing and distribution - street parking and offloading,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290372850/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//U3eq5GPK50QMfUET06jXnQZS6ZuY6zTyxK7LYDsh.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00162,Marketing and distribution - daily and evening markets,Marketing and distribution - daily and evening markets,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290370825/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//2CsM0M58EFpLT45fkW2vcXphrIugXNUzrfv0BWCP.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00163,Marketing and distribution - BILLBOARD AND ADVERTISMENTS,Marketing and distribution - BILLBOARD AND ADVERTISMENTS,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290368800/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//uOMLfP687P2dETqVqrnwz0MEgiYHVmjAiu2rKGO1.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00164,Marketing and distribution - Mpigi evening market,Marketing and distribution - Mpigi evening market,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290358675/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//5rPBCQHPBUkjmw0YuTvI6MlqN2vBJ6m7q1VhW4QB.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00165,Marketing and distribution - Mubuulo Market,Marketing and distribution - Mubuulo Market,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290344500/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//n0aWs0DZHkBqa9FDKvafVdbZBh307E8WQL9eAuci.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00167,Marketing and distribution - Abbatoir,Marketing and distribution - Abbatoir,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290164275/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//52s7P0BSS3rwSY83DAIMIP2AIdqpaFn6FSuSANeY.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
MPIGI-LG/NCONS/2025-2026/00168,Marketing and distribution - street parking and offloading,Marketing and distribution - street parking and offloading,other,Open Domestic Bidding,2025-09-05,Mpigi District Local Government,Closed,UGX,50000.0,2025-08-29,EDITH NAMAYEGA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/290139975/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//OJLWDQMKtximxYG8EFlFdtwslT2zfJJUk5Tov4W3.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
POU/SUPLS/2025-2026/00024,SUPPLY OF ELECTRICAL MATERIALS UNDER FRAMEWORK CONTRACT FOR TWO YEARS.,SUPPLY OF ELECTRICAL MATERIALS UNDER FRAMEWORK CONTRACT FOR TWO YEARS.,supplies,Open Domestic Bidding,2025-09-15,Parliament of Uganda,Open,UGX,0.0,2025-08-25,HENRY WAISWA,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/287744400/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//GS51vMEZ5qWELBuAJHqd1150oleIKFhRocxOTVtj.docx'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,0.0,,,,
OP/SUPLS/2025-2026/00020,Supply and delivery of One Station Wagon Motor Vehicle not exceeding 3300CC,Supply and delivery of One Station Wagon Motor Vehicle not exceeding 3300CC,supplies,Open Domestic Bidding,2025-09-10,Office of the President,Open,UGX,100000.0,2025-08-19,YUNUS KAKANDE,ACCOUNTING OFFICER,https://egpuganda.go.ug/bid/notice/288161550/details,['https://pde.egpuganda.go.ug/storage/solicitation/attachment//0uEdXTCvaB5eY9Wa7t5o9r8VWRNIf0yk6ei18Ar1.doc'],False,medium,False,False,False,False,False,Published,,,,,[],[],,,6000000.0,Bank Guarantee or Letter of Credit or cashiers check or bank draft,,,
